conceptA,conceptB,isPrerequisite,dataset
Nonagon,Vertex_(geometry),1,al_cpl
Sine,Tangent,0,al_cpl
Polygon,Right_triangle,0,al_cpl
Secant_line,Point_(geometry),1,al_cpl
Line_(geometry),Reflection_symmetry,0,al_cpl
Pentagon,Line_segment,1,al_cpl
Skew_lines,Parallel_(geometry),1,al_cpl
Vertex_(geometry),Acute_and_obtuse_triangles,0,al_cpl
Triangle_inequality,Quadrilateral,0,al_cpl
Plane_(geometry),Line_(geometry),0,al_cpl
Pythagorean_theorem,Chord_(geometry),0,al_cpl
Trapezoid,Rotational_symmetry,0,al_cpl
Parallelogram,Rhombus,0,al_cpl
Triangle,Acute_and_obtuse_triangles,0,al_cpl
Line_(geometry),Trigonometric_functions,0,al_cpl
Convex_polygon,Parallelogram,0,al_cpl
Distance,Arc_length,0,al_cpl
Diameter,Circle,1,al_cpl
Vertex_(geometry),Rhombus,0,al_cpl
Trigonometric_functions,Edge_(geometry),1,al_cpl
Star_polygon,Geometry,1,al_cpl
Polygon,Acute_and_obtuse_triangles,0,al_cpl
Geometry,Right_angle,0,al_cpl
Trigonometric_functions,Sine,0,al_cpl
Hendecagon,Edge_(geometry),1,al_cpl
Right_triangle,Polygon,1,al_cpl
Sine,Circle,0,al_cpl
Geometry,Altitude_(triangle),0,al_cpl
Kite_(geometry),Line_(geometry),1,al_cpl
Line_segment,Inverse_trigonometric_functions,0,al_cpl
Angle,Equilateral_triangle,0,al_cpl
Point_(geometry),Midpoint,0,al_cpl
Sine,Chord_(geometry),0,al_cpl
Reflection_symmetry,Line_(geometry),1,al_cpl
Altitude_(triangle),Right_triangle,0,al_cpl
Radius,Heptagon,0,al_cpl
Cone,Collinearity,0,al_cpl
Geometry,Trapezoid,0,al_cpl
Collinearity,Line_segment,0,al_cpl
Two-dimensional_space,Circle,0,al_cpl
Geometry,Polyhedron,0,al_cpl
Point_(geometry),Polyhedron,0,al_cpl
Reflection_(mathematics),Angle,1,al_cpl
Geometry,Cross_section_(geometry),0,al_cpl
Arc_length,Triangle,0,al_cpl
Quadrilateral,Polygon,1,al_cpl
Distance,Translation_(geometry),0,al_cpl
Prism_(geometry),Line_(geometry),1,al_cpl
Geometry,Equilateral_triangle,0,al_cpl
Rectangle,Polygon,1,al_cpl
Line_segment,Octagon,0,al_cpl
Cylinder_(geometry),Geometry,1,al_cpl
Trapezoid,Perpendicular,0,al_cpl
Translation_(geometry),Symmetry,1,al_cpl
Angle_bisector_theorem,Point_(geometry),1,al_cpl
Arc_length,Triangle_inequality,0,al_cpl
Polygon,Vertex_(geometry),1,al_cpl
Line_segment,Diameter,0,al_cpl
Altitude_(triangle),Vertex_(geometry),1,al_cpl
Secant_line,Line_(geometry),1,al_cpl
Polygon,Circumference,0,al_cpl
Line_(geometry),Polyhedron,0,al_cpl
Tangent,Cylinder_(geometry),0,al_cpl
Decagon,Geometry,1,al_cpl
Hendecagon,Polygon,1,al_cpl
Distance,Angle,0,al_cpl
Congruence_(geometry),Bisection,0,al_cpl
Square,Geometry,1,al_cpl
Edge_(geometry),Decagon,0,al_cpl
Line_(geometry),Altitude_(triangle),0,al_cpl
Distance,Rotation_(mathematics),0,al_cpl
Star_polygon,Vertex_(geometry),1,al_cpl
Angle,Line_(geometry),1,al_cpl
Similarity_(geometry),Self-similarity,0,al_cpl
Square,Rhombus,0,al_cpl
Point_(geometry),Altitude_(triangle),0,al_cpl
Line_(geometry),Edge_(geometry),0,al_cpl
Reflection_(mathematics),Reflection_symmetry,0,al_cpl
Arc_length,Pythagorean_theorem,0,al_cpl
Prism_(geometry),Geometry,1,al_cpl
Chord_(geometry),Trigonometric_functions,0,al_cpl
Right_triangle,Acute_and_obtuse_triangles,0,al_cpl
Radius,Cylinder_(geometry),0,al_cpl
Tangent,Inverse_trigonometric_functions,0,al_cpl
Symmetry,Geometry,1,al_cpl
Point_(geometry),Angle_bisector_theorem,0,al_cpl
Rigid_transformation,Rotation_(mathematics),1,al_cpl
Vertex_(geometry),Star_polygon,0,al_cpl
Point_(geometry),Convex_polygon,0,al_cpl
Radius,Point_(geometry),1,al_cpl
Polyhedron,Cylinder_(geometry),0,al_cpl
Line_(geometry),Pythagorean_triple,0,al_cpl
Tangent,Parallel_(geometry),0,al_cpl
Arc_(geometry),Line_segment,0,al_cpl
Geometry,Reflection_symmetry,0,al_cpl
Rhombus,Polygon,1,al_cpl
Isosceles_triangle,Point_(geometry),1,al_cpl
Altitude_(triangle),Triangle,1,al_cpl
Trapezoid,Line_(geometry),1,al_cpl
Sine,Rhombus,0,al_cpl
Pythagorean_triple,Line_(geometry),1,al_cpl
Two-dimensional_space,Cartesian_coordinate_system,0,al_cpl
Line_segment,Special_right_triangles,0,al_cpl
Pyramid_(geometry),Vertex_(geometry),1,al_cpl
Midpoint,Geometry,1,al_cpl
Circle,Special_right_triangles,0,al_cpl
Point_(geometry),Pentagon,0,al_cpl
Isosceles_triangle,Right_triangle,0,al_cpl
Polygon,Pythagorean_triple,0,al_cpl
Geometry,Angle_bisector_theorem,0,al_cpl
Slope,Circle,0,al_cpl
Similarity_(geometry),Geometry,1,al_cpl
Midpoint,Point_(geometry),1,al_cpl
Decagon,Line_(geometry),1,al_cpl
Arc_length,Point_(geometry),0,al_cpl
Perpendicular,Angle,1,al_cpl
Line_segment,Nonagon,0,al_cpl
Circle,Reflection_(mathematics),0,al_cpl
Vertex_(geometry),Perpendicular,0,al_cpl
Rectangle,Vertex_(geometry),1,al_cpl
Trapezoid,Square,0,al_cpl
Kite_(geometry),Rhombus,0,al_cpl
Line_(geometry),Rotational_symmetry,0,al_cpl
Geometry,Inverse_trigonometric_functions,0,al_cpl
Internal_and_external_angle,Perpendicular,0,al_cpl
Reflection_symmetry,Quadrilateral,0,al_cpl
Polygon,Similarity_(geometry),0,al_cpl
Prism_(geometry),Vertex_(geometry),1,al_cpl
Geometry,Point_(geometry),0,al_cpl
Triangle,Rhombus,0,al_cpl
Internal_and_external_angle,Circle,0,al_cpl
Geometry,Isosceles_triangle,0,al_cpl
Angle,Pythagorean_triple,0,al_cpl
Diagonal,Polyhedron,0,al_cpl
Point_(geometry),Reflection_symmetry,0,al_cpl
Rectangle,Parallelogram,1,al_cpl
Plane_(geometry),Face_(geometry),0,al_cpl
Line_segment,Parallelogram,0,al_cpl
Midpoint,Collinearity,0,al_cpl
Diameter,Right_triangle,0,al_cpl
Distance,Circumference,0,al_cpl
Diameter,Arc_(geometry),0,al_cpl
Geometry,Rhombus,0,al_cpl
Angle,Cartesian_coordinate_system,0,al_cpl
Circle,Parallel_(geometry),0,al_cpl
Chord_(geometry),Perpendicular,0,al_cpl
Transversal_(geometry),Point_(geometry),1,al_cpl
Isosceles_triangle,Tangent,0,al_cpl
Transversal_(geometry),Angle,1,al_cpl
Line_(geometry),Equilateral_triangle,0,al_cpl
Line_(geometry),Trapezoid,0,al_cpl
Rectangle,Line_(geometry),1,al_cpl
Line_segment,Bisection,0,al_cpl
Pentagon,Geometry,1,al_cpl
Rectangle,Right_angle,1,al_cpl
Translation_(geometry),Rectangle,0,al_cpl
Circle,Similarity_(geometry),0,al_cpl
Vertex_(geometry),Congruence_(geometry),0,al_cpl
Triangle,Right_angle,0,al_cpl
Decagon,Point_(geometry),1,al_cpl
Angle_bisector_theorem,Line_(geometry),1,al_cpl
Midpoint,Exterior_angle_theorem,0,al_cpl
Symmetry,Square,0,al_cpl
Angle_bisector_theorem,Perpendicular,1,al_cpl
Geometry,Symmetry,0,al_cpl
Right_angle,Angle,1,al_cpl
Distance,Prism_(geometry),0,al_cpl
Angle,Midpoint,0,al_cpl
Midpoint,Line_(geometry),1,al_cpl
Polygon,Heptagon,0,al_cpl
Octagon,Square,0,al_cpl
Sphere,Radius,0,al_cpl
Line_(geometry),Diameter,0,al_cpl
Rhombus,Line_segment,1,al_cpl
Tangent,Point_(geometry),1,al_cpl
Diameter,Point_(geometry),1,al_cpl
Polygon,Rectangle,0,al_cpl
Diagonal,Bisection,0,al_cpl
Angle,Polygon,0,al_cpl
Line_(geometry),Prism_(geometry),0,al_cpl
Rotational_symmetry,Symmetry,1,al_cpl
Tangent,Collinearity,0,al_cpl
Edge_(geometry),Diagonal,0,al_cpl
Tangent,Line_(geometry),1,al_cpl
Point_(geometry),Triangle,0,al_cpl
Line_(geometry),Triangle_inequality,0,al_cpl
Trigonometric_functions,Angle,1,al_cpl
Decagon,Circle,0,al_cpl
Triangle_inequality,Vertex_(geometry),1,al_cpl
Nonagon,Polygon,1,al_cpl
Tangent,Geometry,1,al_cpl
Edge_(geometry),Acute_and_obtuse_triangles,0,al_cpl
Equilateral_triangle,Triangle,1,al_cpl
Square,Angle,1,al_cpl
Triangle_inequality,Triangle,1,al_cpl
Parallelogram,Vertex_(geometry),1,al_cpl
Congruence_(geometry),Line_segment,1,al_cpl
Pythagorean_theorem,Triangle,1,al_cpl
Pythagorean_triple,Edge_(geometry),1,al_cpl
Inverse_trigonometric_functions,Line_segment,1,al_cpl
Altitude_(triangle),Collinearity,0,al_cpl
Quadrilateral,Line_segment,1,al_cpl
Diagonal,Pentagon,0,al_cpl
Parallelogram,Bisection,0,al_cpl
Coordinate_system,Two-dimensional_space,1,al_cpl
Tangent,Trigonometric_functions,1,al_cpl
Geometry,Dodecagon,0,al_cpl
Line_(geometry),Hendecagon,0,al_cpl
Radius,Geometry,1,al_cpl
Space_(mathematics),Rotation_(mathematics),0,al_cpl
Rotational_symmetry,Rotation_(mathematics),1,al_cpl
Acute_and_obtuse_triangles,Angle,1,al_cpl
Distance,Diameter,0,al_cpl
Congruence_(geometry),Transversal_(geometry),0,al_cpl
Isosceles_triangle,Pythagorean_theorem,0,al_cpl
Line_segment,Decagon,0,al_cpl
Right_triangle,Line_segment,1,al_cpl
Point_(geometry),Edge_(geometry),0,al_cpl
Hexagon,Dodecagon,0,al_cpl
Rotational_symmetry,Point_(geometry),1,al_cpl
Cartesian_coordinate_system,Sine,0,al_cpl
Point_(geometry),Pythagorean_theorem,0,al_cpl
Star_polygon,Edge_(geometry),1,al_cpl
Line_(geometry),Radius,0,al_cpl
Angle,Convex_polygon,0,al_cpl
Polyhedron,Sphere,0,al_cpl
Right_triangle,Trigonometric_functions,0,al_cpl
Hexagon,Polygon,1,al_cpl
Circle,Square,0,al_cpl
Triangle,Tangent,0,al_cpl
Hendecagon,Geometry,1,al_cpl
Edge_(geometry),Heptagon,0,al_cpl
Vertex_(geometry),Rectangle,0,al_cpl
Perpendicular,Reflection_symmetry,0,al_cpl
Rotational_symmetry,Reflection_symmetry,0,al_cpl
Vertex_(geometry),Point_(geometry),1,al_cpl
Parallelogram,Prism_(geometry),0,al_cpl
Point_(geometry),Rotation_(mathematics),0,al_cpl
Line_(geometry),Rigid_transformation,0,al_cpl
Distance,Collinearity,0,al_cpl
Line_segment,Rhombus,0,al_cpl
Pentagon,Polygon,1,al_cpl
Quadrilateral,Kite_(geometry),0,al_cpl
Point_(geometry),Vertex_(geometry),0,al_cpl
Tessellation,Parallelogram,0,al_cpl
Bisection,Geometry,1,al_cpl
Tangent,Right_triangle,0,al_cpl
Circumference,Angle,0,al_cpl
Line_segment,Sine,0,al_cpl
Edge_(geometry),Tangent,0,al_cpl
Convex_polygon,Edge_(geometry),1,al_cpl
Rigid_transformation,Pythagorean_theorem,0,al_cpl
Line_(geometry),Pyramid_(geometry),0,al_cpl
Point_(geometry),Two-dimensional_space,0,al_cpl
Exterior_angle_theorem,Polygon,1,al_cpl
Circle,Arc_length,0,al_cpl
Nonagon,Point_(geometry),1,al_cpl
Point_(geometry),Acute_and_obtuse_triangles,0,al_cpl
Star_polygon,Two-dimensional_space,0,al_cpl
Square,Line_(geometry),1,al_cpl
Chord_(geometry),Secant_line,0,al_cpl
Pyramid_(geometry),Acute_and_obtuse_triangles,0,al_cpl
Angle_bisector_theorem,Midpoint,1,al_cpl
Radius,Line_(geometry),1,al_cpl
Tangent,Acute_and_obtuse_triangles,0,al_cpl
Line_segment,Prism_(geometry),0,al_cpl
Octagon,Line_segment,1,al_cpl
Internal_and_external_angle,Vertex_(geometry),1,al_cpl
Hendecagon,Point_(geometry),1,al_cpl
Inverse_trigonometric_functions,Geometry,1,al_cpl
Angle,Point_(geometry),1,al_cpl
Cylinder_(geometry),Line_segment,0,al_cpl
Similarity_(geometry),Line_segment,0,al_cpl
Special_right_triangles,Geometry,1,al_cpl
Angle,Hexagon,0,al_cpl
Vertex_(geometry),Polyhedron,0,al_cpl
Parallelogram,Triangle_inequality,0,al_cpl
Skew_lines,Plane_(geometry),1,al_cpl
Coordinate_system,Plane_(geometry),1,al_cpl
Geometry,Radius,0,al_cpl
Square,Equilateral_triangle,0,al_cpl
Point_(geometry),Parallel_(geometry),0,al_cpl
Square,Similarity_(geometry),0,al_cpl
Hendecagon,Angle,1,al_cpl
Vertex_(geometry),Tessellation,0,al_cpl
Sine,Angle_bisector_theorem,0,al_cpl
Parallel_(geometry),Prism_(geometry),0,al_cpl
Kite_(geometry),Tessellation,0,al_cpl
Rectangle,Point_(geometry),1,al_cpl
Edge_(geometry),Angle_bisector_theorem,0,al_cpl
Altitude_(triangle),Pythagorean_theorem,0,al_cpl
Line_(geometry),Bisection,0,al_cpl
Point_(geometry),Diagonal,0,al_cpl
Sphere,Concentric,0,al_cpl
Bisection,Altitude_(triangle),0,al_cpl
Coordinate_system,Square,0,al_cpl
Pythagorean_theorem,Parallelogram,0,al_cpl
Distance,Parallel_(geometry),0,al_cpl
Inverse_trigonometric_functions,Edge_(geometry),1,al_cpl
Concentric,Cylinder_(geometry),0,al_cpl
Cone,Rotational_symmetry,0,al_cpl
Parallelogram,Geometry,1,al_cpl
Polygon,Decagon,0,al_cpl
Geometry,Pythagorean_triple,0,al_cpl
Right_angle,Pythagorean_triple,0,al_cpl
Pythagorean_theorem,Special_right_triangles,0,al_cpl
Geometry,Congruence_(geometry),0,al_cpl
Chord_(geometry),Collinearity,0,al_cpl
Arc_length,Distance,1,al_cpl
Midpoint,Similarity_(geometry),0,al_cpl
Cone,Circle,1,al_cpl
Pyramid_(geometry),Convex_polygon,0,al_cpl
Perpendicular,Geometry,1,al_cpl
Triangle,Angle_bisector_theorem,0,al_cpl
Pyramid_(geometry),Polygon,1,al_cpl
Reflection_symmetry,Point_(geometry),1,al_cpl
Vertex_(geometry),Pythagorean_triple,0,al_cpl
Geometry,Triangle_inequality,0,al_cpl
Line_segment,Isosceles_triangle,0,al_cpl
Circle,Right_triangle,0,al_cpl
Distance,Cartesian_coordinate_system,0,al_cpl
Circle,Angle,0,al_cpl
Reflection_(mathematics),Similarity_(geometry),0,al_cpl
Sphere,Triangle,0,al_cpl
Kite_(geometry),Convex_polygon,0,al_cpl
Geometry,Diameter,0,al_cpl
Line_segment,Midpoint,0,al_cpl
Special_right_triangles,Edge_(geometry),1,al_cpl
Pyramid_(geometry),Tangent,0,al_cpl
Sphere,Two-dimensional_space,0,al_cpl
Square,Rectangle,1,al_cpl
Symmetry,Face_(geometry),0,al_cpl
Line_(geometry),Secant_line,0,al_cpl
Polygon,Polyhedron,0,al_cpl
Inverse_trigonometric_functions,Vertex_(geometry),1,al_cpl
Cartesian_coordinate_system,Perpendicular,1,al_cpl
Diagonal,Circle,0,al_cpl
Point_(geometry),Dodecagon,0,al_cpl
Pythagorean_triple,Triangle_inequality,0,al_cpl
Angle,Grade_(slope),0,al_cpl
Angle,Pyramid_(geometry),0,al_cpl
Edge_(geometry),Sine,0,al_cpl
Sine,Edge_(geometry),1,al_cpl
Hexagon,Line_(geometry),1,al_cpl
Coordinate_system,Point_(geometry),1,al_cpl
Vertex_(geometry),Isosceles_triangle,0,al_cpl
Diagonal,Edge_(geometry),1,al_cpl
Line_(geometry),Perpendicular,0,al_cpl
Convex_polygon,Point_(geometry),1,al_cpl
Perpendicular,Angle_bisector_theorem,0,al_cpl
Right_triangle,Triangle_inequality,0,al_cpl
Pythagorean_triple,Similarity_(geometry),0,al_cpl
Vertex_(geometry),Pentagon,0,al_cpl
Sphere,Congruence_(geometry),0,al_cpl
Tangent,Altitude_(triangle),0,al_cpl
Polygon,Tangent,0,al_cpl
Point_(geometry),Collinearity,0,al_cpl
Coordinate_system,Cylinder_(geometry),0,al_cpl
Kite_(geometry),Diameter,0,al_cpl
Line_segment,Congruence_(geometry),0,al_cpl
Rectangle,Geometry,1,al_cpl
Sphere,Rectangle,0,al_cpl
Point_(geometry),Diameter,0,al_cpl
Polyhedron,Point_(geometry),1,al_cpl
Edge_(geometry),Square,0,al_cpl
Secant_line,Circle,0,al_cpl
Decagon,Diameter,0,al_cpl
Polygon,Prism_(geometry),0,al_cpl
Trapezoid,Right_angle,0,al_cpl
Internal_and_external_angle,Line_segment,1,al_cpl
Special_right_triangles,Line_(geometry),1,al_cpl
Line_(geometry),Rhombus,0,al_cpl
Angle,Inverse_trigonometric_functions,0,al_cpl
Square,Edge_(geometry),1,al_cpl
Diameter,Congruence_(geometry),0,al_cpl
Scaling_(geometry),Pyramid_(geometry),0,al_cpl
Line_(geometry),Parallel_(geometry),0,al_cpl
Triangle,Special_right_triangles,0,al_cpl
Pythagorean_triple,Right_triangle,1,al_cpl
Pythagorean_triple,Special_right_triangles,0,al_cpl
Kite_(geometry),Tangent,0,al_cpl
Angle,Decagon,0,al_cpl
Quadrilateral,Line_(geometry),1,al_cpl
Line_segment,Radius,0,al_cpl
Decagon,Edge_(geometry),1,al_cpl
Line_segment,Angle_bisector_theorem,0,al_cpl
Parallel_(geometry),Line_segment,0,al_cpl
Angle,Exterior_angle_theorem,0,al_cpl
Quadrilateral,Perpendicular,0,al_cpl
Cartesian_coordinate_system,Cone,0,al_cpl
Slope,Arc_length,0,al_cpl
Convex_polygon,Circle,0,al_cpl
Equilateral_triangle,Point_(geometry),1,al_cpl
Cartesian_coordinate_system,Distance,1,al_cpl
Angle,Right_angle,0,al_cpl
Radius,Circle,1,al_cpl
Geometry,Heptagon,0,al_cpl
Midpoint,Angle_bisector_theorem,0,al_cpl
Isosceles_triangle,Congruence_(geometry),0,al_cpl
Chord_(geometry),Arc_(geometry),0,al_cpl
Sine,Geometry,1,al_cpl
Reflection_symmetry,Square,0,al_cpl
Line_(geometry),Geometry,1,al_cpl
Geometry,Triangle,0,al_cpl
Pythagorean_theorem,Inverse_trigonometric_functions,0,al_cpl
Line_segment,Hendecagon,0,al_cpl
Polygon,Circle,0,al_cpl
Line_segment,Star_polygon,0,al_cpl
Perpendicular,Cartesian_coordinate_system,0,al_cpl
Face_(geometry),Edge_(geometry),0,al_cpl
Polygon,Pentagon,0,al_cpl
Vertex_(geometry),Hendecagon,0,al_cpl
Tessellation,Geometry,1,al_cpl
Line_segment,Internal_and_external_angle,0,al_cpl
Plane_(geometry),Coordinate_system,0,al_cpl
Angle,Polyhedron,0,al_cpl
Diagonal,Vertex_(geometry),1,al_cpl
Vertex_(geometry),Special_right_triangles,0,al_cpl
Internal_and_external_angle,Transversal_(geometry),0,al_cpl
Trapezoid,Midpoint,0,al_cpl
Line_(geometry),Slope,0,al_cpl
Decagon,Two-dimensional_space,0,al_cpl
Isosceles_triangle,Midpoint,0,al_cpl
Prism_(geometry),Polyhedron,1,al_cpl
Point_(geometry),Geometry,1,al_cpl
Geometry,Cone,0,al_cpl
Pythagorean_theorem,Square,0,al_cpl
Tessellation,Plane_(geometry),1,al_cpl
Tessellation,Triangle,0,al_cpl
Self-similarity,Similarity_(geometry),1,al_cpl
Cross_section_(geometry),Line_segment,0,al_cpl
Rigid_transformation,Geometry,1,al_cpl
Coordinate_system,Polyhedron,0,al_cpl
Angle,Star_polygon,0,al_cpl
Parallel_(geometry),Parallelogram,0,al_cpl
Rotational_symmetry,Pentagon,0,al_cpl
Chord_(geometry),Point_(geometry),1,al_cpl
Kite_(geometry),Polygon,1,al_cpl
Triangle,Right_triangle,0,al_cpl
Inverse_trigonometric_functions,Trigonometric_functions,1,al_cpl
Hexagon,Vertex_(geometry),1,al_cpl
Space_(mathematics),Angle,0,al_cpl
Rhombus,Line_(geometry),1,al_cpl
Sine,Point_(geometry),1,al_cpl
Two-dimensional_space,Geometry,1,al_cpl
Trapezoid,Reflection_symmetry,0,al_cpl
Angle,Diagonal,0,al_cpl
Geometry,Right_triangle,0,al_cpl
Distance,Line_(geometry),0,al_cpl
Square,Quadrilateral,1,al_cpl
Vertex_(geometry),Edge_(geometry),0,al_cpl
Rigid_transformation,Translation_(geometry),1,al_cpl
Space_(mathematics),Polygon,0,al_cpl
Reflection_symmetry,Polyhedron,0,al_cpl
Rhombus,Symmetry,0,al_cpl
Congruence_(geometry),Point_(geometry),1,al_cpl
Sine,Angle,1,al_cpl
Isosceles_triangle,Vertex_(geometry),1,al_cpl
Kite_(geometry),Line_segment,1,al_cpl
Equilateral_triangle,Vertex_(geometry),1,al_cpl
Arc_(geometry),Geometry,1,al_cpl
Exterior_angle_theorem,Vertex_(geometry),1,al_cpl
Altitude_(triangle),Line_segment,1,al_cpl
Rigid_transformation,Symmetry,1,al_cpl
Angle,Nonagon,0,al_cpl
Line_(geometry),Rectangle,0,al_cpl
Cartesian_coordinate_system,Radius,0,al_cpl
Rectangle,Collinearity,0,al_cpl
Cross_section_(geometry),Polyhedron,0,al_cpl
Trigonometric_functions,Triangle,1,al_cpl
Isosceles_triangle,Perpendicular,0,al_cpl
Square,Vertex_(geometry),1,al_cpl
Hexagon,Edge_(geometry),1,al_cpl
Equilateral_triangle,Angle,1,al_cpl
Polygon,Radius,0,al_cpl
Distance,Triangle_inequality,0,al_cpl
Quadrilateral,Geometry,1,al_cpl
Acute_and_obtuse_triangles,Triangle,1,al_cpl
Perpendicular,Diameter,0,al_cpl
Isosceles_triangle,Bisection,0,al_cpl
Trapezoid,Symmetry,0,al_cpl
Reflection_(mathematics),Geometry,1,al_cpl
Equilateral_triangle,Isosceles_triangle,0,al_cpl
Right_angle,Square,0,al_cpl
Special_right_triangles,Point_(geometry),1,al_cpl
Angle,Pentagon,0,al_cpl
